,time_open_utc,time_close_utc,open,high,low,close,volume,bb_h,bb_l
75,2023-03-01 06:15:00,2023-03-01 06:19:59.999,23706.06,23723.62,23692.62,23700.33,870.2678,23826.730820503228,23573.59417949677
76,2023-03-01 06:20:00,2023-03-01 06:24:59.999,23700.33,23719.52,23690.0,23715.33,598.72976,23794.225535242895,23628.46846475711
77,2023-03-01 06:25:00,2023-03-01 06:29:59.999,23714.51,23734.0,23700.2,23729.89,681.37558,23794.951974480326,23628.610025519672
78,2023-03-01 06:30:00,2023-03-01 06:34:59.999,23729.89,23770.8,23704.26,23750.59,1066.84101,23781.119590520902,23636.448409479097
79,2023-03-01 06:35:00,2023-03-01 06:39:59.999,23750.59,23768.51,23720.0,23754.36,938.52224,23771.299430424373,23642.256569575624
80,2023-03-01 06:40:00,2023-03-01 06:44:59.999,23755.48,23790.0,23744.47,23776.79,1014.98584,23771.304770014838,23642.253229985166
81,2023-03-01 06:45:00,2023-03-01 06:49:59.999,23775.98,23794.87,23702.27,23719.43,1399.17962,23764.179953238225,23645.039046761773
82,2023-03-01 06:50:00,2023-03-01 06:54:59.999,23719.5,23803.39,23711.29,23741.21,1663.95887,23765.394991298024,23644.590008701976
83,2023-03-01 06:55:00,2023-03-01 06:59:59.999,23742.26,23778.88,23740.0,23752.75,759.74727,23771.42384960293,23645.46415039707
84,2023-03-01 07:00:00,2023-03-01 07:04:59.999,23752.75,23761.99,23715.0,23730.72,1064.19638,23772.94804721511,23649.533952784892
85,2023-03-01 07:05:00,2023-03-01 07:09:59.999,23729.24,23731.21,23681.0,23718.06,1776.5131,23773.336590315364,23652.717409684632
86,2023-03-01 07:10:00,2023-03-01 07:14:59.999,23718.06,23762.22,23713.57,23742.81,1428.73979,23775.465037310798,23657.301962689202
87,2023-03-01 07:15:00,2023-03-01 07:19:59.999,23742.81,23755.64,23706.23,23717.02,1100.34892,23775.806681272126,23658.888318727873
88,2023-03-01 07:20:00,2023-03-01 07:24:59.999,23716.04,23734.77,23709.0,23721.72,645.88604,23775.587845717706,23662.981154282297
89,2023-03-01 07:25:00,2023-03-01 07:29:59.999,23720.85,23745.03,23713.26,23720.45,742.88344,23773.631576857708,23669.806423142294
90,2023-03-01 07:30:00,2023-03-01 07:34:59.999,23720.45,23734.53,23701.91,23709.72,575.0253,23772.513922365662,23673.315077634343
91,2023-03-01 07:35:00,2023-03-01 07:39:59.999,23709.72,23714.28,23692.99,23699.17,586.96034,23772.229392734087,23674.099607265918
92,2023-03-01 07:40:00,2023-03-01 07:44:59.999,23697.91,23724.22,23697.9,23721.23,552.07485,23769.289307363793,23681.6826926362
93,2023-03-01 07:45:00,2023-03-01 07:49:59.999,23721.95,23734.25,23702.78,23707.1,643.33028,23766.77603038021,23686.69896961979
94,2023-03-01 07:50:00,2023-03-01 07:54:59.999,23707.1,23725.55,23704.0,23713.82,468.35333,23766.50045606094,23687.74954393906
95,2023-03-01 07:55:00,2023-03-01 07:59:59.999,23713.82,23720.0,23700.42,23716.06,568.57904,23765.711561521206,23690.11143847879
96,2023-03-01 08:00:00,2023-03-01 08:04:59.999,23716.06,23734.5,23681.81,23725.3,1189.93506,23765.793897603206,23691.026102396794
97,2023-03-01 08:05:00,2023-03-01 08:09:59.999,23726.44,23759.46,23715.57,23740.85,1154.23053,23766.73189606603,23691.184103933974
98,2023-03-01 08:10:00,2023-03-01 08:14:59.999,23740.85,23795.0,23739.92,23767.96,1231.62316,23770.25535814622,23689.397641853786
99,2023-03-01 08:15:00,2023-03-01 08:19:59.999,23767.11,23783.59,23739.0,23766.22,939.60271,23772.581151046976,23688.257848953024
100,2023-03-01 08:20:00,2023-03-01 08:24:59.999,23766.22,23785.49,23758.53,23768.13,911.7217,23770.374946008815,23689.598053991183
101,2023-03-01 08:25:00,2023-03-01 08:29:59.999,23767.16,23771.74,23730.0,23735.13,870.30023,23770.918291291546,23690.624708708452
102,2023-03-01 08:30:00,2023-03-01 08:34:59.999,23735.13,23754.15,23721.81,23746.23,694.37392,23771.488701143757,23690.55629885624
103,2023-03-01 08:35:00,2023-03-01 08:39:59.999,23746.23,23772.6,23732.1,23760.38,765.89387,23772.815193849092,23689.992806150913
104,2023-03-01 08:40:00,2023-03-01 08:44:59.999,23761.28,23767.17,23740.69,23757.97,635.06605,23775.7608979026,23689.772102097402
105,2023-03-01 08:45:00,2023-03-01 08:49:59.999,23757.97,23774.72,23745.19,23757.84,590.81874,23778.51819666059,23690.99280333941
106,2023-03-01 08:50:00,2023-03-01 08:54:59.999,23757.84,23991.11,23752.07,23950.85,2625.57688,23849.122680685683,23641.19231931432
107,2023-03-01 08:55:00,2023-03-01 08:59:59.999,23951.82,24000.0,23848.27,23867.78,3439.96053,23868.585036796925,23636.80596320307
108,2023-03-01 09:00:00,2023-03-01 09:04:59.999,23869.01,23907.68,23801.64,23845.37,2411.94302,23880.54684475496,23637.20915524504
109,2023-03-01 09:05:00,2023-03-01 09:09:59.999,23844.27,23853.0,23813.47,23827.82,1212.40252,23888.114503338256,23640.378496661746
110,2023-03-01 09:10:00,2023-03-01 09:14:59.999,23828.74,23854.89,23825.0,23854.07,789.98494,23898.56214088336,23644.36585911664
111,2023-03-01 09:15:00,2023-03-01 09:19:59.999,23854.07,23854.84,23821.24,23831.14,864.7292,23903.149418240904,23652.975581759096
112,2023-03-01 09:20:00,2023-03-01 09:24:59.999,23831.98,23847.13,23754.5,23778.7,1553.59719,23903.278975997833,23658.59302400217
113,2023-03-01 09:25:00,2023-03-01 09:29:59.999,23777.67,23795.33,23764.81,23788.14,955.13435,23902.555672019163,23667.42032798083
114,2023-03-01 09:30:00,2023-03-01 09:34:59.999,23786.79,23799.5,23759.61,23798.33,803.53983,23902.232803886578,23676.194196113425
115,2023-03-01 09:35:00,2023-03-01 09:39:59.999,23797.59,23816.69,23796.14,23799.01,716.20741,23901.312208404568,23685.409791595433
116,2023-03-01 09:40:00,2023-03-01 09:44:59.999,23798.23,23810.68,23746.0,23757.05,1236.28474,23899.73695628697,23690.160043713026
117,2023-03-01 09:45:00,2023-03-01 09:49:59.999,23757.77,23769.67,23725.07,23747.59,1177.90571,23899.417158293752,23691.15384170625
118,2023-03-01 09:50:00,2023-03-01 09:54:59.999,23747.59,23767.95,23735.1,23766.58,714.68309,23899.42229528513,23691.010704714867
119,2023-03-01 09:55:00,2023-03-01 09:59:59.999,23767.6,23780.98,23749.82,23756.14,749.33731,23899.56986442905,23689.855135570953
120,2023-03-01 10:00:00,2023-03-01 10:04:59.999,23755.74,23766.73,23738.0,23739.78,683.55496,23900.29602663062,23686.293973369382
121,2023-03-01 10:05:00,2023-03-01 10:09:59.999,23739.78,23750.31,23727.8,23733.43,597.76314,23900.39825028895,23686.02174971105
122,2023-03-01 10:10:00,2023-03-01 10:14:59.999,23732.93,23753.04,23710.01,23730.74,1138.42501,23901.182903182817,23683.688096817183
123,2023-03-01 10:15:00,2023-03-01 10:19:59.999,23731.4,23738.13,23706.33,23710.53,657.02786,23903.685422358616,23676.200577641383
124,2023-03-01 10:20:00,2023-03-01 10:24:59.999,23710.53,23725.99,23673.44,23716.12,1387.25731,23905.34661456983,23670.35438543017
125,2023-03-01 10:25:00,2023-03-01 10:29:59.999,23716.12,23739.46,23708.65,23725.32,756.37752,23906.21053293303,23666.23846706697
126,2023-03-01 10:30:00,2023-03-01 10:34:59.999,23724.46,23742.69,23715.12,23726.61,752.5592,23870.847144022955,23679.177855977046
127,2023-03-01 10:35:00,2023-03-01 10:39:59.999,23726.61,23761.57,23725.61,23754.03,752.54122,23855.474751131424,23683.175248868578
128,2023-03-01 10:40:00,2023-03-01 10:44:59.999,23754.03,23768.86,23739.5,23757.43,644.45128,23843.770723088477,23686.085276911523
129,2023-03-01 10:45:00,2023-03-01 10:49:59.999,23757.42,23762.36,23733.91,23747.06,585.891,23834.535947342712,23687.244052657286
130,2023-03-01 10:50:00,2023-03-01 10:54:59.999,23747.62,23769.58,23737.7,23761.63,584.58127,23816.28367348623,23696.25232651377
131,2023-03-01 10:55:00,2023-03-01 10:59:59.999,23762.04,23787.46,23758.86,23777.62,719.35174,23804.02269961844,23703.161300381555
132,2023-03-01 11:00:00,2023-03-01 11:04:59.999,23777.62,23788.06,23762.53,23764.77,641.58905,23802.294105435838,23703.49689456416
133,2023-03-01 11:05:00,2023-03-01 11:09:59.999,23764.77,23787.0,23762.54,23781.58,562.56567,23801.105289762265,23704.029710237737
134,2023-03-01 11:10:00,2023-03-01 11:14:59.999,23781.71,23788.4,23774.08,23778.99,578.4827,23797.13032647678,23706.07067352322
135,2023-03-01 11:15:00,2023-03-01 11:19:59.999,23778.99,23785.0,23763.18,23781.28,599.15423,23793.098713942712,23708.329286057287
136,2023-03-01 11:20:00,2023-03-01 11:24:59.999,23781.28,23784.99,23756.56,23760.39,700.77227,23793.39039232694,23708.371607673063
137,2023-03-01 11:25:00,2023-03-01 11:29:59.999,23760.84,23764.36,23738.51,23749.04,776.34829,23793.445136012346,23708.461863987653
138,2023-03-01 11:30:00,2023-03-01 11:34:59.999,23750.5,23767.64,23739.11,23758.15,636.29606,23792.559953840337,23708.50404615966
139,2023-03-01 11:35:00,2023-03-01 11:39:59.999,23758.15,23758.98,23721.61,23735.95,650.76215,23791.9313381709,23707.1136618291
140,2023-03-01 11:40:00,2023-03-01 11:44:59.999,23735.95,23746.98,23721.52,23744.48,593.15005,23791.999549607062,23707.515450392937
141,2023-03-01 11:45:00,2023-03-01 11:49:59.999,23744.46,23744.88,23706.72,23714.23,810.21254,23793.292753173853,23704.302246826148
142,2023-03-01 11:50:00,2023-03-01 11:54:59.999,23714.34,23729.4,23700.0,23706.22,827.56304,23795.228286410806,23699.91471358919
143,2023-03-01 11:55:00,2023-03-01 11:59:59.999,23706.82,23743.59,23702.58,23739.17,722.22341,23793.754693179682,23704.252306820315
144,2023-03-01 12:00:00,2023-03-01 12:04:59.999,23739.87,23748.33,23726.26,23737.6,664.68668,23792.595712979917,23707.55928702008
145,2023-03-01 12:05:00,2023-03-01 12:09:59.999,23737.6,23756.75,23734.38,23735.49,605.77429,23792.14001804887,23709.031981951135
146,2023-03-01 12:10:00,2023-03-01 12:14:59.999,23734.65,23736.84,23717.9,23726.06,504.34063,23792.176628393834,23708.940371606164
147,2023-03-01 12:15:00,2023-03-01 12:19:59.999,23726.94,23749.07,23720.53,23744.92,544.7612,23791.75857542521,23708.447424574788
148,2023-03-01 12:20:00,2023-03-01 12:24:59.999,23744.29,23753.2,23742.97,23748.34,398.99866,23791.17253317364,23708.124466826364
149,2023-03-01 12:25:00,2023-03-01 12:29:59.999,23747.72,23797.09,23746.52,23787.79,1000.68718,23796.375835078412,23706.99416492159
150,2023-03-01 12:30:00,2023-03-01 12:34:59.999,23786.81,23820.51,23732.67,23738.97,2160.81316,23795.32576044075,23705.778239559255
151,2023-03-01 12:35:00,2023-03-01 12:39:59.999,23738.01,23753.1,23736.74,23743.66,598.38885,23791.936727583165,23705.771272416834
152,2023-03-01 12:40:00,2023-03-01 12:44:59.999,23742.88,23770.82,23723.2,23725.26,897.79792,23790.481052345076,23703.27594765492
153,2023-03-01 12:45:00,2023-03-01 12:49:59.999,23724.51,23739.98,23701.09,23736.12,1283.7678,23785.38327211919,23703.827727880805
154,2023-03-01 12:50:00,2023-03-01 12:54:59.999,23735.09,23739.0,23712.66,23729.79,591.15899,23780.17261320892,23704.118386791077
155,2023-03-01 12:55:00,2023-03-01 12:59:59.999,23729.24,23734.89,23712.95,23722.6,631.45086,23773.587820498327,23704.835179501675
156,2023-03-01 13:00:00,2023-03-01 13:04:59.999,23722.6,23735.17,23713.72,23714.25,785.50774,23771.478362078215,23702.330637921787
157,2023-03-01 13:05:00,2023-03-01 13:09:59.999,23714.93,23723.63,23661.37,23689.36,1385.45324,23773.699599273397,23694.141400726603
158,2023-03-01 13:10:00,2023-03-01 13:14:59.999,23689.14,23708.87,23680.0,23685.87,833.68563,23773.60187078028,23687.011129219718
159,2023-03-01 13:15:00,2023-03-01 13:19:59.999,23685.87,23704.99,23683.78,23700.95,721.76553,23773.592376043456,23683.52062395654
160,2023-03-01 13:20:00,2023-03-01 13:24:59.999,23700.28,23709.67,23687.0,23691.71,789.59687,23773.047658857253,23678.788341142743
161,2023-03-01 13:25:00,2023-03-01 13:29:59.999,23691.71,23693.5,23636.5,23646.54,1307.79892,23780.913606980033,23664.153393019962
162,2023-03-01 13:30:00,2023-03-01 13:34:59.999,23647.11,23680.0,23617.05,23620.49,1862.48602,23791.48694595847,23645.00705404153
163,2023-03-01 13:35:00,2023-03-01 13:39:59.999,23620.49,23684.99,23616.45,23680.82,1366.86939,23789.6439948109,23641.0150051891
164,2023-03-01 13:40:00,2023-03-01 13:44:59.999,23680.82,23710.43,23666.04,23668.02,1220.0697,23788.156942054382,23635.54405794562
165,2023-03-01 13:45:00,2023-03-01 13:49:59.999,23668.02,23695.84,23653.16,23691.55,914.93731,23785.640490537844,23633.666509462157
166,2023-03-01 13:50:00,2023-03-01 13:54:59.999,23692.16,23700.34,23677.44,23688.71,632.93252,23783.904091778484,23631.667908221516
167,2023-03-01 13:55:00,2023-03-01 13:59:59.999,23689.41,23703.48,23668.83,23689.45,792.3299,23779.54202217073,23630.48297782927
168,2023-03-01 14:00:00,2023-03-01 14:04:59.999,23689.97,23711.0,23684.23,23701.46,895.05034,23774.49984365301,23630.83715634699
169,2023-03-01 14:05:00,2023-03-01 14:09:59.999,23702.21,23702.83,23651.09,23673.45,985.59318,23758.193771112332,23635.709228887674
170,2023-03-01 14:10:00,2023-03-01 14:14:59.999,23674.54,23691.72,23670.83,23688.07,700.84089,23752.60764269493,23636.205357305073
171,2023-03-01 14:15:00,2023-03-01 14:19:59.999,23688.07,23697.55,23663.0,23667.84,731.50054,23745.2585290064,23635.972470993598
172,2023-03-01 14:20:00,2023-03-01 14:24:59.999,23667.84,23702.9,23666.97,23690.0,910.14376,23741.134958195787,23636.570041804214
173,2023-03-01 14:25:00,2023-03-01 14:29:59.999,23689.42,23703.14,23670.0,23685.29,1229.58198,23733.885294697804,23638.73670530219
174,2023-03-01 14:30:00,2023-03-01 14:34:59.999,23685.28,23713.81,23671.0,23672.16,1967.0894,23726.92739442023,23639.931605579775
175,2023-03-01 14:35:00,2023-03-01 14:39:59.999,23672.76,23681.99,23570.0,23666.43,3309.09543,23720.763833930763,23640.478166069235
176,2023-03-01 14:40:00,2023-03-01 14:44:59.999,23667.7,23760.12,23643.27,23716.2,2799.92935,23721.195656656473,23640.241343343525
177,2023-03-01 14:45:00,2023-03-01 14:49:59.999,23716.2,23880.0,23710.78,23866.89,3964.13689,23780.37088655582,23598.819113444184
178,2023-03-01 14:50:00,2023-03-01 14:54:59.999,23866.89,23888.0,23756.99,23777.19,2965.31644,23792.59204101855,23595.72995898145
179,2023-03-01 14:55:00,2023-03-01 14:59:59.999,23777.19,23794.92,23661.76,23679.86,2642.0036,23791.67580339104,23594.537196608962
180,2023-03-01 15:00:00,2023-03-01 15:04:59.999,23679.86,23744.93,23638.0,23660.08,4145.61492,23791.142583287263,23591.90741671274
181,2023-03-01 15:05:00,2023-03-01 15:09:59.999,23660.08,23661.68,23550.8,23604.68,3870.47117,23794.35969445668,23584.50430554332
182,2023-03-01 15:10:00,2023-03-01 15:14:59.999,23603.39,23660.0,23580.06,23654.26,2548.06525,23792.585917650522,23589.65508234948
183,2023-03-01 15:15:00,2023-03-01 15:19:59.999,23653.39,23683.74,23606.7,23666.69,2103.41125,23792.352139162896,23588.475860837098
184,2023-03-01 15:20:00,2023-03-01 15:24:59.999,23667.46,23722.74,23650.64,23697.5,2246.59898,23793.339651263024,23590.436348736974
185,2023-03-01 15:25:00,2023-03-01 15:29:59.999,23697.5,23710.97,23650.98,23678.84,1589.07729,23792.863765689362,23589.641234310635
186,2023-03-01 15:30:00,2023-03-01 15:34:59.999,23678.83,23701.58,23643.13,23693.84,1505.43785,23793.11919789369,23589.898802106312
187,2023-03-01 15:35:00,2023-03-01 15:39:59.999,23693.84,23770.0,23689.29,23731.82,2058.67139,23796.733404753293,23590.521595246704
188,2023-03-01 15:40:00,2023-03-01 15:44:59.999,23730.27,23770.0,23718.63,23738.12,1689.71482,23800.34631857904,23590.574681420956
189,2023-03-01 15:45:00,2023-03-01 15:49:59.999,23737.02,23760.41,23717.73,23738.65,1581.54513,23804.714361609982,23592.726638390017
190,2023-03-01 15:50:00,2023-03-01 15:54:59.999,23738.65,23740.31,23697.13,23704.75,1308.83596,23805.46248279165,23593.646517208348
191,2023-03-01 15:55:00,2023-03-01 15:59:59.999,23704.75,23727.25,23688.67,23711.09,1284.05795,23806.708651306173,23596.725348693828
192,2023-03-01 16:00:00,2023-03-01 16:04:59.999,23711.09,23715.14,23672.0,23673.12,1235.50456,23806.497322785977,23595.248677214022
193,2023-03-01 16:05:00,2023-03-01 16:09:59.999,23673.78,23686.72,23608.69,23615.04,1792.49465,23809.307102177092,23585.413897822913
194,2023-03-01 16:10:00,2023-03-01 16:14:59.999,23616.04,23618.99,23555.06,23605.26,3044.47103,23812.576762725206,23575.454237274796
195,2023-03-01 16:15:00,2023-03-01 16:19:59.999,23605.26,23631.98,23555.94,23601.29,1969.17916,23815.585390256045,23565.931609743955
196,2023-03-01 16:20:00,2023-03-01 16:24:59.999,23601.29,23646.0,23572.6,23637.47,1962.74356,23813.147956414323,23560.496043585677
197,2023-03-01 16:25:00,2023-03-01 16:29:59.999,23637.47,23655.03,23611.2,23622.12,1497.20394,23773.130425730793,23576.03657426921
198,2023-03-01 16:30:00,2023-03-01 16:34:59.999,23623.14,23651.57,23617.15,23645.19,1268.36815,23755.186902290214,23580.780097709783
199,2023-03-01 16:35:00,2023-03-01 16:39:59.999,23644.6,23663.39,23627.64,23648.46,1301.23779,23753.835447650396,23578.991552349602
200,2023-03-01 16:40:00,2023-03-01 16:44:59.999,23647.06,23723.99,23644.99,23685.08,1986.88024,23755.401815068097,23579.9251849319
201,2023-03-01 16:45:00,2023-03-01 16:49:59.999,23683.39,23746.24,23683.39,23709.63,1619.80989,23757.449275804454,23588.372724195546
202,2023-03-01 16:50:00,2023-03-01 16:54:59.999,23709.63,23732.69,23694.0,23713.39,1235.34107,23761.715589291438,23590.019410708563
203,2023-03-01 16:55:00,2023-03-01 16:59:59.999,23712.72,23730.0,23685.74,23691.9,1143.65218,23763.14021950393,23591.11578049608
204,2023-03-01 17:00:00,2023-03-01 17:04:59.999,23692.54,23706.72,23669.3,23679.22,1047.81715,23761.727928315748,23590.700071684252
205,2023-03-01 17:05:00,2023-03-01 17:09:59.999,23679.22,23725.97,23674.25,23724.27,1105.28791,23766.53372394002,23590.437276059984
206,2023-03-01 17:10:00,2023-03-01 17:14:59.999,23723.75,23744.31,23695.3,23720.12,1413.51213,23769.49407920628,23590.10492079372
207,2023-03-01 17:15:00,2023-03-01 17:19:59.999,23721.36,23725.39,23697.28,23710.0,833.9045,23766.352917797096,23591.064082202905
208,2023-03-01 17:20:00,2023-03-01 17:24:59.999,23710.29,23743.25,23704.45,23711.12,995.51837,23762.083996581558,23592.633003418447
209,2023-03-01 17:25:00,2023-03-01 17:29:59.999,23711.12,23740.0,23679.33,23681.39,1167.30517,23754.48014664541,23594.510853354594
210,2023-03-01 17:30:00,2023-03-01 17:34:59.999,23681.39,23715.61,23681.04,23694.86,786.15502,23753.351117807037,23594.650882192964
211,2023-03-01 17:35:00,2023-03-01 17:39:59.999,23694.86,23718.82,23687.6,23700.68,757.57631,23751.98268174669,23594.978318253306
212,2023-03-01 17:40:00,2023-03-01 17:44:59.999,23700.68,23732.63,23698.64,23724.8,795.14726,23757.68922994743,23594.43977005257
213,2023-03-01 17:45:00,2023-03-01 17:49:59.999,23724.8,23742.92,23713.42,23741.82,1058.78468,23763.778091187865,23601.028908812135
